Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/MOKOBARA-Transit-Backpack-Laptop-Crypto/dp/B0B6CM781M/ref=sr_1_94?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-94,"MOKOBARA The Transit Backpack 2.0 30L Premium Polyester 15.6"" Unisex Multipurpose Laptop Backpack (Crypto 2.0)","₹5,499",4.5 out of 5 stars,1358
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821QGBDY/ref=sr_1_95?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-95,"Amazon Brand - Presto! Garbage Bags XL 60 Count|30 X 37 Inches Black , For Dry & Wet waste|10 bags/roll (Pack of 6)",₹460.90,4.4 out of 5 stars,2953
https://www.amazon.in/Shalimar-Reusable-Vegetable-Multi-Purpose-Storage/dp/B096P271BL/ref=sr_1_96?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-96,Shalimar Zip 'N' Lock plastic Slider Bag (3 Boxes) Combo Pack (Small + Medium + Large) Zip Lock/Vegetable Bag/Freeze/Multi-Purpose Storage Bag (Pack of 45) Color - Natural,₹318,4.3 out of 5 stars,5726
https://www.amazon.in/Beco-Friendly-Biodegradable-Garbage-Dustbin/dp/B0C23JH4B4/ref=sr_1_97?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-97,Beco Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | Pack of 3 | Green | Dustbin Bag/Trash Bag with detachable drawstrings,₹179,3.8 out of 5 stars,988
https://www.amazon.in/Storite-Pack-Storage-Bag-Black/dp/B07PVMH91H/ref=sr_1_98?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-98,"Storite 2 Pack Nylon 85 L Moisture Proof Multi-Purpose Underbed Storage Bag/Clothing Storage Organiser/Toy Storage/Stationery Paper Storage Bag with Zipper and Strong Handle (Black,57x36.8 x40.5 cm)",₹699,4.3 out of 5 stars,8288
https://www.amazon.in/DZert-Hiking-Backpack-Boys-Girl/dp/B07NCK64NL/ref=sr_1_99?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-99,DZert 1 Day Hiking Backpack for Boys/Girl (10L) (Navy Blue),₹376,3.4 out of 5 stars,281
https://www.amazon.in/Sky-bags-Laptop-Backpack-Black/dp/B0CCPS447W/ref=sr_1_100?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE&dib_tag=se&keywords=bags&qid=1720211528&sprefix=ba%2Caps%2C283&sr=8-100,Skybags Xeno 01 32L Laptop Backpack Black,₹748,3.7 out of 5 stars,55
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTk4OTk2NjI4ODAzMTg2OjE3MjAyMTE1Mjg6c3BfYnRmOjMwMDEzNDYxOTgzMjIzMjo6MDo6&url=%2FCarryPro-MOJO-Everyday-Backpack-Lightweight%2Fdp%2FB0CTX3NTW8%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1720211528%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"CarryPro MOJO V2.0, Everyday Backpack (Fits Laptop Up to 15.6 inch), Ultra Lightweight Backpack for Women and Men,365 Days Warranty, Made In India","₹2,399",4.3 out of 5 stars,20
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTk4OTk2NjI4ODAzMTg2OjE3MjAyMTE1Mjg6c3BfYnRmOjMwMDAzOTMwNzg0OTkzMjo6MDo6&url=%2FWALKENT-Premium-Anti-Theft-Special-Waterproof%2Fdp%2FB0CFJSK6C7%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.NPMVIG5DyY9PA3lYP1iwh9jwNBAI0njCdLQHAbkMzEO4Rt5DOSDX_32ZymEv9a9lrGXBkxn4_ULD8gdVIhVTGzgcAvbo8851K832ZbPQSdZVSuOcmsHLMlvPZW3evqzdZ6st7bwbgo15uGM8NUqh3-a10701fF0RdlL9F2WzO3yA-gzLyxo9-6yObtkuDFgNEc7Lev1N2oHnRdf6-R76AI2lhDCEzRtymzyr91oNY0s.vsYX6dBEDjB-AC5oa-psBDruAGLHab7DTdTC-fmAhgE%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1720211528%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"WALKENT Premium 15.6"" Laptop Bag | Anti-Theft | Special Waterproof Fabric & Zipper | Side Pocket | For Office, College - Dia, 25Ltrs, 2 Compartment, 8 Pockets","₹2,990",4.5 out of 5 stars,60
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzQ2NjU1MzMwNDU4MTg2OjE3MjAyMTE1MzI6c3BfYXRmX25leHQ6MzAwMjM2NjMzMzIzNTMyOjowOjo&url=%2FGangs-Professional-Business-Backpack-resistant%2Fdp%2FB0CJDXS434%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1720211532%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Gang's Professional Business Laptop Backpack fits 15 inch laptop Best Backpack for women and men, water resistant Travel Backpack - Silver Grey","₹3,499",5.0 out of 5 stars,1
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzQ2NjU1MzMwNDU4MTg2OjE3MjAyMTE1MzI6c3BfYXRmX25leHQ6MjAwMzgzMDk3ODgyOTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTDMRY7%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1720211532%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹649,4.3 out of 5 stars,11463
https://www.amazon.in/Ezee-Garbage-Bags-48x54-Medium/dp/B074CW3JV4/ref=sr_1_99?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-99,"Ezee Garbage Bags- 48X54 Cm (6 Rolls, 180 Bags, Medium, Black, Plastic, 1 Count)",₹308,4.2 out of 5 stars,2391
https://www.amazon.in/Wildcraft-Polyester-Stylish-Multi-Colour-Backpack/dp/B084LMRB7D/ref=sr_1_100?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-100,Wildcraft Polyester Stylish 25.6 liters Multi-Colour Laptop Backpack (Black),"₹1,690",4.0 out of 5 stars,184
https://www.amazon.in/HYDER-Bliss-Latest-Stylish-School/dp/B0CRRXNKKH/ref=sr_1_101?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-101,"HYDER Bliss 30L Latest Cute and Stylish School Bag for Girls - Perfect for School, College, Office, Travel and Tution Durable School bags for Kids And Women | Perfect Girls Bag",₹519,4.0 out of 5 stars,73
https://www.amazon.in/American-Tourister-Backpack-Organizer-Compatible/dp/B0C8649NY8/ref=sr_1_102?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-102,"American Tourister Shaw Large Office Laptop Bag, 23 Ltrs bag for men, School Bag Gift for Men Women Boys Girls Teal, with Internal Organizer, Rugged Zips 17'' inch Laptop compatible","₹1,399",4.0 out of 5 stars,145
https://www.amazon.in/Storite-Pack-Storage-Bag-Black/dp/B07PVMH91H/ref=sr_1_103?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-103,"Storite 2 Pack Nylon 85 L Moisture Proof Multi-Purpose Underbed Storage Bag/Clothing Storage Organiser/Toy Storage/Stationery Paper Storage Bag with Zipper and Strong Handle (Black,57x36.8 x40.5 cm)",₹699,4.3 out of 5 stars,8288
https://www.amazon.in/Red-Lemon-Backpack-Accessories-Organiser/dp/B0C2KRH268/ref=sr_1_104?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-104,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","₹1,799",4.4 out of 5 stars,356
https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_105?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-105,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing & Storage - Men & Women - (60 L, Black, 28 Cm)","₹1,099",4.2 out of 5 stars,1802
https://www.amazon.in/MOKOBARA-Transit-Backpack-Laptop-Crypto/dp/B0B6CM781M/ref=sr_1_106?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-106,"MOKOBARA The Transit Backpack 2.0 30L Premium Polyester 15.6"" Unisex Multipurpose Laptop Backpack (Crypto 2.0)","₹5,499",4.5 out of 5 stars,1358
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzQ2NjU1MzMwNDU4MTg2OjE3MjAyMTE1MzI6c3BfbXRmOjMwMDAwNjc1NDc4NTMzMjo6MDo6&url=%2FWALKENT-Waterproof-Polyester-Material-Hazel%2Fdp%2FB0C7KP5BT4%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1720211532%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"WALKENT Stylish 15.6"" Laptop Bag, Rain Cover, Special Waterproof Silk Polyester Material, Cushioned Laptop Pocket for Office, College, Men & Women - Model Hazel D1","₹2,190",4.0 out of 5 stars,13
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzQ2NjU1MzMwNDU4MTg2OjE3MjAyMTE1MzI6c3BfbXRmOjMwMDE0NDI2MTYzMjYzMjo6MDo6&url=%2FWALKENT-Stylish-Pockets-Backpack-College%2Fdp%2FB0CVB8XTP6%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1720211532%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"WALKENT Stylish 15.6"" Laptop Bag, Waterprood, Front & Side Pockets, Backpack for Office College School Men Women - Model Fly","₹1,490",1.0 out of 5 stars,1
https://www.amazon.in/DZert-Hiking-Backpack-Boys-Black/dp/B07L11BYLD/ref=sr_1_109?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-109,DZert 1 Day Hiking Backpack for Boys/Girl (10L) (Black),₹382,3.2 out of 5 stars,241
https://www.amazon.in/DZert-Hiking-Backpack-Boys-Girl/dp/B07NCK64NL/ref=sr_1_110?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-110,DZert 1 Day Hiking Backpack for Boys/Girl (10L) (Navy Blue),₹376,3.4 out of 5 stars,281
https://www.amazon.in/gp/bestsellers/luggage/1984990031/ref=sr_bs_14_1984990031_1,"Storite Dust & Rain Cover For Standard Backpack With Pouch, Waterproof Dustproof Rain Cover Bag Elastic Adjustable For School, College,Office, Trekking Bags (30L-35L,Black)",₹195,4.1 out of 5 stars,1050
https://www.amazon.in/Sky-bags-Laptop-Backpack-Black/dp/B0CCPS447W/ref=sr_1_112?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-112,Skybags Xeno 01 32L Laptop Backpack Black,₹748,3.7 out of 5 stars,55
https://www.amazon.in/kamiliant-American-TouristerHarrier-Spinner-Polypropylene/dp/B0BL11QGDX/ref=sr_1_113?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-113,"Kamiliant by American Tourister Harrier 3 Pc Set 56 cms, 68 cms & 78 cms- Small, Medium & Large Polypropylene (PP) Hard Sided 4 Wheels Spinner Luggage Set/Suitcase Set/Trolley Bag Set (Iron Grey)","₹7,530",4.1 out of 5 stars,6618
https://www.amazon.in/Stylbase-Trends-Polyester-Character-Embossed/dp/B0BNL2PBPH/ref=sr_1_114?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.3xlz34xh-uDonqSkACu4G6JN_79Kkdp74x94Z9SqXsdaaZCd-rrlttbRWLAc_IctTJFNGrczDGm1VB9OmdmtG21_6psgUjz3-lcnj3Ob5FxPk_ACR8QnU8Ec1OjL0IDPegdEHYnYEEXIsG0LJLI2RDvetkYYQO9QGaox1heHvCQQb671WWgIJ01uzfwN-i5vVs079LWkhfh1hPfNYfThh3e3TpiOjSAAfRiDiJ8pfxs.ecgUpcPWJwsE9ujXfzvLQcLQ32of9zTsqB2PDP7mwUE&dib_tag=se&keywords=bags&qid=1720211532&sprefix=ba%2Caps%2C283&sr=8-114,Stylbase UKG LKG 1st 2nd class girls boys kids School Bag Adventure kids Backpack for Ages 5-7 Years | 30 L 3D Printed waterproof cartoon Backpack For Nursery LKG UKG Pink Red Medium,₹520,4.2 out of 5 stars,582
